Texto en Inglés (Origen),Texto en Español (Destino)
"For combination with capecitabine, the most frequent treatment-related undesirable effects (≥ 5%) reported in a phase III trial in breast cancer patients failing anthracycline treatment are presented (see capecitabine summary of product characteristics).","En combinación con capecitabina, se presentan los efectos adversos más frecuentes relacionados con el tratamiento (≥ 5%) notificados en un ensayo fase III en pacientes con cáncer de mama que no responden al tratamiento con antraciclina (ver Ficha técnica de capecitabina)"
56 Docetaxel Winthrop 75 mg/ m² in combination with cisplatin and 5-fluorouracil for gastric adenocarcinoma cancer,57 Docetaxel Winthrop 75 mg/ m² en combinación con cisplatino y 5-fluorouracilo (para adenocarcinoma gástrico)
Breast cancer,Cáncer de mama
"Data from a multicenter open label randomized trial support the use of docetaxel for the adjuvant treatment of patients with operable node-positive breast cancer and KPS ≥ 80%, between 18 and 70 years of age.","Los datos de un ensayo multicéntrico randomizado abierto apoyan el uso de docetaxel como coadyuvante para el tratamiento de pacientes con cáncer de mama operable de nódulos positivos y KPS ≥ 80%, entre los 18 y los 70 años de edad."
"Two randomised phase III comparative studies, involving a total of 326 alkylating or 392 anthracycline failure metastatic breast cancer patients, have been performed with docetaxel at the recommended dose and regimen of 100 mg/ m² every 3 weeks.","Se han llevado a cabo dos estudios comparativos randomizados en fase III con docetaxel, a la dosis y pauta recomendadas de 100 mg/ m2 administrado cada 3 semanas, los cuales incluyen 326 pacientes con cáncer de mama metastásico que no respondieron a una terapia con agentes alquilantes y 392 que no respondieron a un tratamiento previo con antraciclina."
"An open-label, multicenter, randomized phase III study was conducted to compare docetaxel monotherapy and paclitaxel in the treatment of advanced breast cancer in patients whose previous therapy should have included an anthracycline.","63 Se ha llevado a cabo un ensayo abierto, multicéntrico, randomizado en fase III para comparar docetaxel en monoterapia con paclitaxel, en el tratamiento de cáncer de mama en estado avanzado en pacientes cuyo tratamiento previo haya incluido una antraciclina."
"Docetaxel in combination with trastuzumab was studied for the treatment of patients with metastatic breast cancer whose tumors overexpress HER2, and who previously had not received chemotherapy for metastatic disease.",Docetaxel en combinación con trastuzumab se estudió para el tratamiento de pacientes con cáncer de mama metastásico cuyos tumores sobreexpresan HER2 y que no han recibido quimioterapia previa para la enfermedad metastásica.
The main test method used to determine HER2 positivity in this pivotal trial was immunohistochemistry (IHC).,El principal método de ensayo utilizado para determinar la positividad de HER2 en este ensayo pivotal fue inmunohistoquímica (IHC).
Number of patients Median survival (months) 95% CI Hazard ratio 95% CI p-value† * Number of patients PSA** response rate (%) 95% CI p-value* Number of patients Pain response rate (%) 95% CI p-value* Number of patients Tumor response rate (%) 95% CI p-value* † Stratified log rank test,supervivencia (meses) 95% CI Razón de riesgos IC 95% valor-p+* Número de pacientes Tasa de respuesta
65 Gastric adenocarcinoma,Adenocarcinoma gástrico
"A multicenter, open-label, randomized trial, was conducted to evaluate the safety and efficacy of docetaxel for the treatment of patients with metastatic gastric adenocarcinoma, including adenocarcinoma of the gastroesophageal junction, who had not received prior chemotherapy for metastatic disease.","Se llevó a cabo un ensayo multicéntrico, abierto, aleatorizado, para evaluar la seguridad y eficacia de docetaxel en el tratamiento de pacientes con adenocarcinoma gástrico metastásico, incluido adenocarcinoma de la unión gastroesofágica, que no habían recibido quimioterapia previa para la enfermedad metastásica."
Efficacy of docetaxel in the treatment of patients with gastric adenocarcinoma,67 Eficacia de docetaxel en el tratamiento de pacientes con adenocarcinoma gástrico
"• Induction chemotherapy followed by radiotherapy (TAX323) The safety and efficacy of docetaxel in the induction treatment of patients with squamous cell carcinoma of the head and neck (SCCHN) was evaluated in a phase III, multicenter, open-label, randomized trial (TAX323).","• Quimioterapia de inducción seguida de radioterapia (TAX 323) La seguridad y eficacia de docetaxel en el tratamiento de inducción de pacientes con carcinoma escamoso de cabeza y cuello (CECC), fue evaluado en un ensayo en Fase III, multicéntrico, abierto, aleatorizado (TAX323)."
"A Hazard ratio of less than 1 favors docetaxel + cisplatin + 5-FU *Cox model (adjustment for Primary tumor site, T and N clinical stages and PSWHO) **Logrank test *** Chi-square test","Una razón de riesgos menor que 1 favorece al tratamiento docetaxel + Cisplatino + 5-FU *Modelo Cox (ajuste para el lugar del tumor primario, estadíos clínicos T N y PS/ WHO) **Test Logrank ***Test Chi-cuadrado"
"• Induction chemotherapy followed by chemoradiotherapy (TAX324) The safety and efficacy of docetaxel in the induction treatment of patients with locally advanced squamous cell carcinoma of the head and neck (SCCHN) was evaluated in a randomized, multicenter open-label, phase III, trial (TAX324).","• Quimioterapia de inducción seguida de quimioradioterapia (TAX 324) La seguridad y eficacia de docetaxel en el tratamiento de inducción de pacientes con carcinoma escamoso de cabeza y cuello (CECC), fue evaluada en un ensayo en fase III, multicéntrico, abierto, aleatorizado (TAX324)."
"The combined administration of docetaxel, cisplatin and 5-fluorouracil in 12 patients with solid tumors had no influence on the pharmacokinetics of each individual medicinal product.","La administración combinada de docetaxel, cisplatino y 5-fluorouracilo en 12 pacientes con tumores sólidos no presentó ninguna influencia sobre la farmacocinética de cada medicamento por separado."
"Docetaxel Winthrop has been prescribed by your doctor for the treatment of breast cancer, special forms of lung cancer (non-small cell lung cancer), prostate cancer, gastric cancer or head and neck cancer:","Docetaxel Winthrop ha sido prescrito por su médico para el tratamiento de cáncer de mama, ciertos tipos de cáncer de pulmón (cáncer de pulmón de células no pequeñas), cáncer de próstata, cáncer gástrico o cáncer de cabeza y cuello:"
"- For the treatment of advanced breast cancer, Docetaxel Winthrop could be administered either alone","- Para el tratamiento de cáncer de mama avanzado, Docetaxel Winthrop puede administrarse bien solo"
"- For the treatment of early breast cancer with lymph node involvement, Docetaxel Winthrop could be","- Para el tratamiento de cáncer de mama temprano con implicación de nódulos linfáticos, Docetaxel"
"Docetaxel Winthrop has been prescribed by your doctor for the treatment of breast cancer, special forms of lung cancer (non-small cell lung cancer), prostate cancer, gastric cancer or head and neck cancer:","Docetaxel Winthrop ha sido prescrito por su médico para el tratamiento de cáncer de mama, ciertos tipos de cáncer de pulmón (cáncer de pulmón de células no pequeñas), cáncer de próstata, cáncer gástrico o cáncer de cabeza y cuello:"
"- For the treatment of advanced breast cancer, Docetaxel Winthrop could be administered either alone","- Para el tratamiento de cáncer de mama avanzado, Docetaxel Winthrop puede administrarse bien solo"
"- For the treatment of early breast cancer with lymph node involvement, Docetaxel Winthrop could be","- Para el tratamiento de cáncer de mama temprano con implicación de nódulos linfáticos, Docetaxel"
"Female mice receiving duloxetine for 2 years had an increased incidence of hepatocellular adenomas and carcinomas at the high dose only (144 mg/ kg/ day), but these were considered to be secondary to hepatic microsomal enzyme induction.","Los ratones hembra que recibieron duloxetina durante 2 años presentaron una mayor incidencia de adenomas y carcinomas hepatocelulares únicamente a la dosis más alta (144 mg/ kg/ día), pero se consideraron secundarios a la inducción de enzimas microsomales hepáticas."
"Female mice receiving duloxetine for 2 years had an increased incidence of hepatocellular adenomas and carcinomas at the high dose only (144 mg/ kg/ day), but these were considered to be secondary to hepatic microsomal enzyme induction.","Los ratones hembra que recibieron duloxetina durante 2 años presentaron una mayor incidencia de adenomas y carcinomas hepatocelulares únicamente a la dosis más alta (144 mg/ kg/ día), pero se consideraron secundarios a la inducción de enzimas microsomales hepáticas."
"Female mice receiving duloxetine for 2 years had an increased incidence of hepatocellular adenomas and carcinomas at the high dose only (144 mg/ kg/ day), but these were considered to be secondary to hepatic microsomal enzyme induction.","Se desconoce el mecanismo subyacente y la relevancia clínica. Los ratones hembra que recibieron duloxetina durante 2 años presentaron una mayor incidencia de adenomas y carcinomas hepatocelulares únicamente a la dosis más alta (144 mg/ kg/ día), pero se consideraron secundarios a la inducción de enzimas microsomales hepáticas."
"Female mice receiving duloxetine for 2 years had an increased incidence of hepatocellular adenomas and carcinomas at the high dose only (144 mg/ kg/ day), but these were considered to be secondary to 59 hepatic microsomal enzyme induction.","Los ratones hembra que recibieron duloxetina durante 2 años presentaron una mayor incidencia de adenomas y carcinomas hepatocelulares únicamente a la dosis más alta (144 mg/ kg/ día), pero se consideraron secundarios a la inducción de enzimas microsomales hepáticas."
"In rats, there was an increased incidence of hepatic adenomas and carcinomas at systemic exposure levels 58 times the human exposure level.","En ratas, hubo un aumento de la incidencia de adenomas hepáticos y carcinoma con niveles de exposición sistémicos 58 veces superiores al nivel de exposición en humanos."
"Since hepatotoxicity has been shown to correlate with induction of hepatic neoplasia in rats, this increased incidence of hepatic tumors in rats was likely secondary to chronic hepatic toxicity at this high dose.","Como se ha demostrado que la hepatotoxicidad se correlaciona con la inducción de neoplasias hepáticas en ratas, este aumento de la incidencia de tumores hepáticos en ratas, probablemente fue secundario a toxicidad hepática crónica producida por la administración de esta dosis alta."
"In rats, there was an increased incidence of hepatic adenomas and carcinomas at systemic exposure levels 58 times the human exposure level.","En ratas, hubo un aumento de la incidencia de adenomas hepáticos y carcinoma con niveles de exposición sistémicos 58 veces superiores al nivel de exposición en humanos."
"Since hepatotoxicity has been shown to correlate with induction of hepatic neoplasia in rats, this increased incidence of hepatic tumors in rats was likely secondary to chronic hepatic toxicity at this high dose.","Como se ha demostrado que la hepatotoxicidad se correlaciona con la inducción de neoplasias hepáticas en ratas, este aumento de la incidencia de tumores hepáticos en ratas, probablemente fue secundario a toxicidad hepática crónica producida por la administración de esta dosis alta."
"The first two studies involved a total of 1,094 adults receiving chemotherapy including cisplatin, and the third involved 866 patients with breast cancer who were receiving cyclophosphamide, with or without doxorubicin or epirubicin.","Los dos primeros contaron con un total de 1094 adultos que recibieron la quimioterapia a base de cisplatino, y el tercero contó con 866 pacientes con cáncer de mama que recibían ciclofosfamida, con o sin doxorubicina o epirubicina."
Reports of various malignancies (including breast and lung carcinoma and lymphoma) have been received in the postmarketing period (see section 4.8).,Se han notificado varias neoplasias (incluyendo cáncer de mama y pulmón y linfoma) en el periodo de post comercialización (ver sección 4.8).
Reports of various malignancies (including breast and lung carcinoma and lymphoma) have also been received in the postmarketing period (see section 4.4).,"En el periodo post-comercialización, se han recibido informes sobre neoplasias (incluyendo linfoma, cáncer de mama y pulmón) (ver sección 4.4)."
Tumor Necrosis Factor alpha (TNF- α) inhibitors.,Grupo farmacoterapéutico: inhibidores del factor de necrosis tumoral alfa (TNF-α).
Reports of various malignancies (including breast and lung carcinoma and lymphoma) have been received in the postmarketing period (see section 4.8).,Se han notificado varias neoplasias (incluyendo cáncer de mama y pulmón y linfoma)en el periodo de post comercialización (ver sección 4.8).
Reports of various malignancies (including breast and lung carcinoma and lymphoma) have also been received in the postmarketing period (see section 4.4).,"En el periodo post-comercialización, se han recibido informes sobre neoplasias (incluyendo linfoma, cáncer de mama y pulmón) (ver sección 4.4)."
Tumor Necrosis Factor alpha (TNF- α) inhibitors.,Grupo farmacoterapéutico: inhibidores del factor de necrosis tumoral alfa (TNF-α).
Reports of various malignancies (including breast and lung carcinoma and lymphoma) have been received in the postmarketing period (see section 4.8).,Se han notificado varias neoplasias (incluyendo cáncer de mama y pulmón y linfoma)en el periodo de post comercialización (ver sección 4.8).
Reports of various malignancies (including breast and lung carcinoma and lymphoma) have also been received in the postmarketing period (see section 4.4).,"En el periodo post-comercialización, se han recibido informes sobre neoplasias (incluyendo linfoma, cáncer de mama y pulmón) (ver sección 4.4)."
Tumor Necrosis Factor alpha (TNF-α) inhibitors.,Grupo farmacoterapéutico: inhibidores del factor de necrosis tumoral alfa (TNF-α).
Reports of various malignancies (including breast and lung carcinoma and lymphoma) have been received in the postmarketing period (see section 4.8).,Se han notificado varias neoplasias (incluyendo cáncer de mama y pulmón y linfoma)en el periodo de post comercialización (ver sección 4.8).
Reports of various malignancies (including breast and lung carcinoma and lymphoma) have also been received in the postmarketing period (see section 4.4).,"En el periodo post-comercialización, se han recibido informes sobre neoplasias (incluyendo linfoma, cáncer de mama y pulmón) (ver sección 4.4)."
Tumor Necrosis Factor alpha (TNF-α) inhibitors.,Grupo farmacoterapéutico: inhibidores del factor de necrosis tumoral alfa (TNF-α).
Reports of various malignancies (including breast and lung carcinoma and lymphoma) have been received in the postmarketing period (see section 4.8).,Se han notificado varias neoplasias (incluyendo cáncer de mama y pulmón y linfoma) en el periodo de post comercialización (ver sección 4.8).
Reports of various malignancies (including breast and lung carcinoma and lymphoma) have also been received in the postmarketing period (see section 4.4).,"En el periodo post-comercialización, se han recibido informes sobre neoplasias (incluyendo linfoma, cáncer de mama y pulmón) (ver sección 4.4)."
Tumor Necrosis Factor alpha (TNF-α) inhibitors.,Grupo farmacoterapéutico: inhibidores del factor de necrosis tumoral alfa (TNF-α).
Reports of various malignancies (including breast and lung carcinoma and lymphoma) have been received in the postmarketing period (see section 4.8).,Se han notificado varias neoplasias (incluyendo cáncer de mama y pulmón y linfoma) en el periodo de post comercialización (ver sección 4.8).
Reports of various malignancies (including breast and lung carcinoma and lymphoma) have also been received in the postmarketing period (see section 4.4).,"En el periodo post-comercialización, se han recibido informes sobre neoplasias (incluyendo linfoma, cáncer de mama y pulmón) (ver sección 4.4)."
Tumor Necrosis Factor alpha (TNF-α) inhibitors.,Grupo farmacoterapéutico: inhibidores del factor de necrosis tumoral alfa (TNF-α).
Reports of various malignancies (including breast and lung carcinoma and lymphoma) have been received in the postmarketing period (see section 4.8).,Se han notificado varias neoplasias (incluyendo cáncer de mama y pulmón y linfoma) en el periodo de post comercialización (ver sección 4.8).
Reports of various malignancies (including breast and lung carcinoma and lymphoma) have also been received in the postmarketing period (see section 4.4).,"En el periodo post-comercialización, se han recibido informes sobre neoplasias (incluyendo linfoma, cáncer de mama y pulmón) (ver sección 4.4)."
Tumor Necrosis Factor alpha (TNF-α) inhibitors.,Grupo farmacoterapéutico: inhibidores del factor de necrosis tumoral alfa (TNF-α).
Reports of various malignancies (including breast and lung carcinoma and lymphoma) have been received in the postmarketing period (see section 4.8).,Se han notificado varias neoplasias (incluyendo cáncer de mama y pulmón y linfoma) en el periodo de post comercialización (ver sección 4.8).
Reports of various malignancies (including breast and lung carcinoma and lymphoma) have also been received in the postmarketing period (see section 4.4).,"En el periodo post-comercialización, se han recibido informes sobre neoplasias (incluyendo linfoma, cáncer de mama y pulmón) (ver sección 4.4)."
Tumor Necrosis Factor alpha (TNF-α) inhibitors.,Grupo farmacoterapéutico: inhibidores del factor de necrosis tumoral alfa (TNF-α).
"One colonic adenoma and one caecal adenocarcinoma recorded in rats at the dose of 1,500 mg/ kg/ day were not statistically significant.","Se registraron un caso de adenoma de colon y otro de adenocarcinoma de ciego en ratas a dosis de 1.500 mg/ kg/ día, pero no fueron estadísticamente significativos."
"One colonic adenoma and one caecal adenocarcinoma recorded in rats at the dose of 1,500 mg/ kg/ day were not statistically significant.","Se registraron un caso de adenoma de colon y otro de adenocarcinoma de ciego en ratas a dosis de 1.500 mg/ kg/ día, pero no fueron estadísticamente significativos."
An investigational study (BEST study) in women with metastatic breast cancer was designed to determine whether epoetin alfa treatment that extended beyond the correction of anaemia could improve treatment outcomes.,Se diseñó un estudio de investigación (estudio BEST) en mujeres con cáncer de mama metastásico para determinar si el tratamiento con epoyetina alfa durante un periodo más amplio que el necesario para la corrección de la anemia pudiera mejorar los resultados del tratamiento.
"patients with metastatic breast cancer receiving chemotherapy when administered to target a haemoglobin of 12 - 14 g/ dl (7.5 – 8.7 mmol/ l),","progresión de la enfermedad a los cuatro meses en los pacientes con cáncer de mama que reciben quimioterapia cuando se administra para lograr un objetivo de hemoglobina de 12 a 14 g/ dl (7,5 a 8,7 mmol/ l)."
An investigational study (BEST study) in women with metastatic breast cancer was designed to determine whether epoetin alfa treatment that extended beyond the correction of anaemia could improve treatment outcomes.,Se diseñó un estudio de investigación (estudio BEST) en mujeres con cáncer de mama metastásico para determinar si el tratamiento con epoyetina alfa durante un periodo más amplio que el necesario para la corrección de la anemia pudiera mejorar los resultados del tratamiento.
"patients with metastatic breast cancer receiving chemotherapy when administered to target a haemoglobin of 12 - 14 g/ dl (7.5 – 8.7 mmol/ l),","progresión de la enfermedad a los cuatro meses en los pacientes con cáncer de mama que reciben quimioterapia cuando se administra para lograr un objetivo de hemoglobina de 12 a 14 g/ dl (7,5 a 8,7 mmol/ l)."
An investigational study (BEST study) in women with metastatic breast cancer was designed to determine whether epoetin alfa treatment that extended beyond the correction of anaemia could improve treatment outcomes.,Se diseñó un estudio de investigación (estudio BEST) en mujeres con cáncer de mama metastásico para determinar si el tratamiento con epoyetina alfa durante un periodo más amplio que el necesario para la corrección de la anemia pudiera mejorar los resultados del tratamiento.
"patients with metastatic breast cancer receiving chemotherapy when administered to target a haemoglobin of 12 - 14 g/ dl (7.5 – 8.7 mmol/ l),","progresión de la enfermedad a los cuatro meses en los pacientes con cáncer de mama que reciben quimioterapia cuando se administra para lograr un objetivo de hemoglobina de 12 a 14 g/ dl (7,5 a 8,7 mmol/ l)."
An investigational study (BEST study) in women with metastatic breast cancer was designed to determine whether epoetin alfa treatment that extended beyond the correction of anaemia could improve treatment outcomes.,Se diseñó un estudio de investigación (estudio BEST) en mujeres con cáncer de mama metastásico para determinar si el tratamiento con epoyetina alfa durante un periodo más amplio que el necesario para la corrección de la anemia pudiera mejorar los resultados del tratamiento.
"patients with metastatic breast cancer receiving chemotherapy when administered to target a haemoglobin of 12 - 14 g/ dl (7.5 – 8.7 mmol/ l),","progresión de la enfermedad a los cuatro meses en los pacientes con cáncer de mama que reciben quimioterapia cuando se administra para lograr un objetivo de hemoglobina de 12 a 14 g/ dl (7,5 a 8,7 mmol/ l)."
An investigational study (BEST study) in women with metastatic breast cancer was designed to determine whether epoetin alfa treatment that extended beyond the correction of anaemia could improve treatment outcomes.,Se diseñó un estudio de investigación (estudio BEST) en mujeres con cáncer de mama metastásico para determinar si el tratamiento con epoyetina alfa durante un periodo más amplio que el necesario para la corrección de la anemia pudiera mejorar los resultados del tratamiento.
"patients with metastatic breast cancer receiving chemotherapy when administered to target a haemoglobin of 12 - 14 g/ dl (7.5 – 8.7 mmol/ l),","progresión de la enfermedad a los cuatro meses en los pacientes con cáncer de mama que reciben quimioterapia cuando se administra para lograr un objetivo de hemoglobina de 12 a 14 g/ dl (7,5 a 8,7 mmol/ l)."
An investigational study (BEST study) in women with metastatic breast cancer was designed to determine whether epoetin alfa treatment that extended beyond the correction of anaemia could improve treatment outcomes.,Se diseñó un estudio de investigación (estudio BEST) en mujeres con cáncer de mama metastásico para determinar si el tratamiento con epoyetina alfa durante un periodo más amplio que el necesario para la corrección de la anemia pudiera mejorar los resultados del tratamiento.
"patients with metastatic breast cancer receiving chemotherapy when administered to target a haemoglobin of 12 - 14 g/ dl (7.5 – 8.7 mmol/ l),","progresión de la enfermedad a los cuatro meses en los pacientes con cáncer de mama que reciben quimioterapia cuando se administra para lograr un objetivo de hemoglobina de 12 a 14 g/ dl (7,5 a 8,7 mmol/ l)."
An investigational study (BEST study) in women with metastatic breast cancer was designed to determine whether epoetin alfa treatment that extended beyond the correction of anaemia could improve treatment outcomes.,Se diseñó un estudio de investigación (estudio BEST) en mujeres con cáncer de mama metastásico para determinar si el tratamiento con epoyetina alfa durante un periodo más amplio que el necesario para la corrección de la anemia pudiera mejorar los resultados del tratamiento.
"patients with metastatic breast cancer receiving chemotherapy when administered to target a haemoglobin of 12 - 14 g/ dl (7.5 – 8.7 mmol/ l),","progresión de la enfermedad a los cuatro meses en los pacientes con cáncer de mama que reciben quimioterapia cuando se administra para lograr un objetivo de hemoglobina de 12 a 14 g/ dl (7,5 a 8,7 mmol/ l)."
An investigational study (BEST study) in women with metastatic breast cancer was designed to determine whether epoetin alfa treatment that extended beyond the correction of anaemia could improve treatment outcomes.,Se diseñó un estudio de investigación (estudio BEST) en mujeres con cáncer de mama metastásico para determinar si el tratamiento con epoyetina alfa durante un periodo más amplio que el necesario para la corrección de la anemia pudiera mejorar los resultados del tratamiento.
"patients with metastatic breast cancer receiving chemotherapy when administered to target a haemoglobin of 12 - 14 g/ dl (7.5 – 8.7 mmol/ l),","progresión de la enfermedad a los cuatro meses en los pacientes con cáncer de mama que reciben quimioterapia cuando se administra para lograr un objetivo de hemoglobina de 12 a 14 g/ dl (7,5 a 8,7 mmol/ l)."
An investigational study (BEST study) in women with metastatic breast cancer was designed to determine whether epoetin alfa treatment that extended beyond the correction of anaemia could improve treatment outcomes.,Se diseñó un estudio de investigación (estudio BEST) en mujeres con cáncer de mama metastásico para determinar si el tratamiento con epoyetina alfa durante un periodo más amplio que el necesario para la corrección de la anemia pudiera mejorar los resultados del tratamiento.
"patients with metastatic breast cancer receiving chemotherapy when administered to target a haemoglobin of 12 - 14 g/ dl (7.5 – 8.7 mmol/ l),","progresión de la enfermedad a los cuatro meses en los pacientes con cáncer de mama que reciben quimioterapia cuando se administra para lograr un objetivo de hemoglobina de 12 a 14 g/ dl (7,5 a 8,7 mmol/ l)."
An investigational study (BEST study) in women with metastatic breast cancer was designed to determine whether epoetin alfa treatment that extended beyond the correction of anaemia could improve treatment outcomes.,Se diseñó un estudio de investigación (estudio BEST) en mujeres con cáncer de mama metastásico para determinar si el tratamiento con epoyetina alfa durante un periodo más amplio que el necesario para la corrección de la anemia pudiera mejorar los resultados del tratamiento.
"patients with metastatic breast cancer receiving chemotherapy when administered to target a haemoglobin of 12 - 14 g/ dl (7.5 – 8.7 mmol/ l),","progresión de la enfermedad a los cuatro meses en los pacientes con cáncer de mama que reciben quimioterapia cuando se administra para lograr un objetivo de hemoglobina de 12 a 14 g/ dl (7,5 a 8,7 mmol/ l)."
"An increased incidence of mammary adenocarcinomas and haemangiosarcomas was observed with a no-effect dose of 500 mg/kg (59-fold human exposure) and 100 mg/kg (16-fold human exposure), respectively.","Se observó un aumento de la incidencia de adenocarcinomas mamarios y de hemangiosarcomas con una dosis sin efectos de 500 mg/kg (59 veces la exposición en humanos) y 100 mg/kg (16 veces la exposición en humanos), respectivamente."
"An increased incidence of mammary adenocarcinomas and haemangiosarcomas was observed with a no-effect dose of 500 mg/kg (59-fold human exposure) and 100 mg/kg (16-fold human exposure), respectively.","Se observó un aumento de la incidencia de adenocarcinomas mamarios y de hemangiosarcomas con una dosis sin efectos de 500 mg/kg (59 veces la exposición en humanos) y 100 mg/kg (16 veces la exposición en humanos), respectivamente."
The safety of EVISTA in patients with breast cancer has not been adequately studied.,No se ha estudiado de forma adecuada la seguridad de EVISTA en pacientes con cáncer de mama.
No data are available on the concomitant use of EVISTA and agents used in the treatment of early or advanced breast cancer.,No se dispone de datos sobre el uso concomitante de EVISTA con agentes utilizados en el tratamiento del cáncer de mama en fase inicial o avanzada.
"Therefore, EVISTA should be used for osteoporosis treatment and prevention only after the treatment of breast cancer, including adjuvant therapy, has been completed.","Por lo tanto, EVISTA sólo debe utilizarse para el tratamiento o prevención de la osteoporosis, una vez que el tratamiento para el cáncer de mama, incluyendo terapia coadyuvante, haya finalizado."
"Over the 4 years of the osteoporosis treatment trial (involving 7705 patients), EVISTA treatment compared to placebo reduced the risk of total breast cancer by 62% (RR 0.38; CI 0.21, 0.69), the risk of invasive breast cancer by 71% (RR 0.29, CI 0.13, 0.58) and the risk of invasive oestrogen receptor (ER) positive breast cancer by 79% (RR 0.21, CI 0.07, 0.50).","El tratamiento con EVISTA en comparación con placebo redujo el riesgo total de cáncer de mama en un 62% (RR 0,38, IC 0,21 a 0,69), el riesgo de cáncer de mama invasivo en un 71% (RR 0,29, IC 0,13 a 0,58) y el riesgo de cáncer de mama invasivo con el receptor estrogénico (RE) positivo en un 79% (RR 0,21, IC 0,07 a 0,50) como se observó durante los cuatro años del ensayo clínico de tratamiento en el que participaron 7.705 pacientes."
EVISTA has no effect on the risk of ER negative breast cancers.,EVISTA no afecta al riesgo de cánceres de mama con el receptor estrogénico negativo.
"In a 2-year carcinogenicity study in rats, an increase in ovarian tumors of granulosa/ theca cell origin was observed in high-dose females (279 mg/ kg/ day).","En un estudio de carcinogenicidad de dos años de duración en ratas hembras a las que se habían administrado dosis altas (279 mg/ kg/ día), se observó un incremento de tumores ováricos derivados de las células de la granulosa/ teca."
"In a 21-month carcinogenicity study in mice, there was an increased incidence of testicular interstitial cell tumours and prostatic adenomas and adenocarcinomas in males given 41 or 210 mg/ kg, and prostatic leiomyoblastoma in males given 210 mg/ kg.","En un estudio de carcinogenicidad de 21 meses en ratones macho, se produjo un incremento en la incidencia de tumores de las células intersticiales del testículo, adenomas y adenocarcinomas prostáticos en los ratones que recibieron 41 ó 210 mg/ kg y de leiomioblastoma prostático en los que recibieron 210 mg/ kg."
"• If you are immobilised for some time such as being wheel-chair bound, needing to be admitted to a hospital or having to stay in bed while recovering from an operation or an unexpected illness. • If you are receiving oral oestrogen therapy. • If you are suffering from breast cancer, as there is insufficient experience of EVISTA use in women with this disease. • If you have had a cerebrovascular accident (e. g. stroke), or if your doctor has told you that you are at high risk of having one.","• Si ha de estar inmovilizada durante cierto periodo de tiempo como estar en silla de ruedas, ingresar en un hospital o permanecer en la cama convaleciendo de una operación quirúrgica o enfermedad inesperada. • Si sigue un tratamiento con estrógenos por vía oral. • Si tiene cáncer de mama, ya que no existe experiencia suficiente del uso de EVISTA en mujeres con esta enfermedad. • Si ha sufrido un accidente cerebrovascular (p. ej, ictus) o si su médico le ha dicho que tiene un alto riesgo de sufrir uno."
"To enable systematic evaluation of the responses seen in patients, an unblinded Independent Response Review Panel (IRRP) determined the following response rates based on definitions produced by the Children’ s Oncology Group:","Eficacia clínica: a fin de posibilitar la evaluación sistemática de las respuestas observadas en los pacientes, un Panel Independiente de Revisión de las Respuestas (PIRR) que conocía las asignaciones del tratamiento determinó las siguientes tasas de respuesta de acuerdo con las definiciones establecidas por el Grupo de Oncología Pediátrica:"
- Known or suspected carcinoma of the breast,- Presencia o sospecha de carcinoma de mama
- Carcinoma of the endometrium or other known or suspected estrogen-dependent neoplasia,- Carcinoma de endometrio o presencia o sospecha de otra neoplasia estrógeno-dependiente
- Hepatic adenomas or carcinomas,- Adenomas o carcinomas hepáticos
7 A meta-analysis of 54 epidemiological studies reported that there is a slightly increased risk (RR = 1.24) of having breast cancer diagnosed in women who are currently using COCs.,"Un metanálisis de 54 estudios epidemiológicos indicó que las mujeres que en la actualidad están tomando anticonceptivos orales combinados tienen un riesgo ligeramente mayor (RR = 1,24) de presentar un diagnóstico de cáncer de mama."
"Because breast cancer is rare in women under 40 years of age, the excess number of breast cancer diagnoses in current and recent COC users is small in relation to the overall risk of breast cancer.","Ya que el cáncer de mama es raro en mujeres menores de 40 años, el exceso de diagnósticos de cáncer de mama en mujeres que actualmente toman anticonceptivos orales combinados o que los tomaron recientemente es pequeño en relación con el riesgo global de cáncer de mama."
The breast cancers diagnosed in ever-users tend to be less advanced clinically than the cancers diagnosed in never-users.,Los carcinomas de mama diagnosticados en mujeres que han tomado alguna vez anticonceptivos orales combinados tienden a ser menos avanzados clínicamente que los carcinomas diagnosticados en mujeres que nunca han tomado anticonceptivos orales combinados.
"The observed pattern of increased risk may be due to an earlier diagnosis of breast cancer in COC users, the biological effects of COCs or a combination of both.","El patrón observado de aumento de riesgo podría deberse a un diagnóstico más precoz de cáncer de mama en las usuarias de anticonceptivos orales combinados, a los efectos biológicos de los anticonceptivos orales combinados o a una combinación de los dos factores."
"Breast cancer, Breast cancer stage IV, Cervix carcinoma, Fibroadenoma of breast, Hepatic adenoma, Hepatic neoplasm, Uterine leiomyoma","cervix, Fibroadenoma de las mamas, Adenoma hepático, Neoplasia hepática, Leiomioma uterino"
Combined hormonal contraceptives and cancer Breast cancer Breast cancer has been found more often in women who take combined hormonal contraceptives.,Cáncer de mama Se han detectado casos de cáncer de mama más frecuentemente en mujeres que utilizan anticonceptivos hormonales combinados.
"However, it is possible that the combined hormonal contraceptive is not the cause of more women having breast cancer.","Sin embargo, es posible que los anticonceptivos hormonales combinados no sean la causa de que más mujeres tengan cáncer de mama."
This might mean that there is a better chance of the breast cancer being noticed.,Esto significaría que hay más posibilidades de que el cáncer de mama sea detectado.
